"EH_ID","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","Eim_MC","delta","IFNy_CEWE","IFNy_MES","CXCR3","IRG6","IL.12","CASP1","CXCL9","CXCR3_bio","IDO1","IFNy","IL.10","IL.12A","IL1RN","IL.6","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","IL.17A","GAPDH","IL.13","CASP1_N","CXCL9_N","CXCR3_N","IDO1_N","IFNy_N","IL.6_N","IL.10_N","IL.12A_N","IL.13_N","IL.17A_N","IL1RN_N","IRGM1_N","MPO_N","MUC2_N","MUC5AC_N","MYD88_N","NCR1_N","PRF1_N","RETNLB_N","SOCS1_N","TICAM1_N","TNF_N","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","pc1","pc2"
"LM0258","E57","E64","E64","BUSNA_PWD","E57bxHVW",18.28,19.74,92.6038500506586,1.22,8,"challenge",4,4,3,6,1,17,42500,"ferrisi_ferrisi",TRUE,-5.75,22.5199587596992,NA,-8.295,-2.285,-5.855,22.5196084963488,14.616362170518,21.0713044581276,13.1389195186952,20.0930799252645,21.0824156109531,23.2813351957934,17.4392238181021,20.03525793261,8.33518680191303,24.6654455086834,7.79036097319324,9.03812912292816,16.6165287353816,22.284760856043,12.0316041765522,23.0967070776825,6.70814076819139,9.09779602237951,16.8376863286143,19.328454799555,27.2159014108478,NA,NA,-10.4880043197966,-2.58475799396575,-9.03970028157535,-1.10731534214295,-8.0614757487122,-8.00365375605775,-9.0508114344009,-11.2497310192411,NA,-15.1842972342955,-5.4076196415498,3.69641737463922,-12.6338413321311,4.24124320335901,2.99347505362409,-4.58492455882935,-10.2531566794907,-11.0651029011302,5.32346340836086,2.93380815417274,-4.8060821520621,-7.29685062300275,"mLN",49.925,7.915,15.795,4.28,3.71,75.72,0.765,46.72,33.62,13.385,33.365,1.74,16.375,34836.0655737705,2.83376840524125,"pos",92.06,0.515,NA,8,605000,91.8946301925025,"challenge","F1 M. m. musculus","E_ferrisi","E_ferrisi",-0.405541469829025,-1.87928728489225
"LM0259","E57","E64","E64","STRA_BUSNA","E57bxGHI",28.32,28.89,98.0269989615784,2.58,8,"challenge",2,0,1,0,1,3,7500,"ferrisi_ferrisi",FALSE,-8,41.1760044409716,NA,-9.505,-3.07,-5.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mLN",43.27,7.155,16.365,10.45,5.485,65.425,1.17,29.27,10.565,11.43,47.355,3.415,26.765,2906.97674418605,4.45462750530078,"neg",92.795,0.5,NA,8,645000,98.0269989615784,"challenge","F1 hybrid","E_ferrisi","E_ferrisi",0.3524993728281,0.995020335234949
"LM0260","E57","E64","E64","SCHUNT_SCHUNT","E57byGHV",27.06,29.02,93.2460372157133,3.14,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",FALSE,-11.9,11.2982790313474,NA,-11.615,-3.91,-6.305,22.7642519989158,16.1805342930795,20.9269130701636,13.646649523307,21.7955862574782,24.079711352278,23.4050733876335,17.1440331922506,21.091665761375,9.56522255994382,25.4220571508446,8.7713233133066,9.46828812207458,15.0655391360394,24.3682892000818,10.3584152669719,25.1696787513743,8.3738460532919,10.7273816635688,15.3905066776265,19.7680242594723,NA,NA,NA,-12.4058367319439,-5.82211902610765,-10.5684978031917,-3.2882342563351,-11.4371709905063,-10.7332504944031,-13.7212960853061,-13.0466581206617,NA,NA,-6.78561792527865,0.793192707028075,-15.0636418838727,1.5870919536653,0.890127144897315,-4.70712386906745,-14.0098739331099,-14.8112634844024,1.98456921368,-0.368966396596949,-5.03209141065455,-9.4096089925004,"mLN",53.24,5.215,41.605,11.28,6.795,59.59,1.225,36.96,12.14,10.91,47.475,2.62,16.955,0,NA,"neg",94.73,0.6,NA,8,290000,89.5933838731909,"challenge","F0 M. m. domesticus","E_ferrisi","E_ferrisi",0.404234194771903,0.929053051319023
"LM0261","E57","E64","UNI","PWD_SCHUNT","E57bxKOP",18.69,20.09,93.0313588850174,1.36,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-5.9,22.7925981911959,NA,-10.8875,-6.3575,-9.9775,24.1659835600977,15.0370281504118,19.3641653347351,16.0040094796821,21.768261581352,20.6659077909637,19.4631902903852,16.5404562240631,15.0718220571237,8.43864176273205,27.9767281259435,8.47395468892208,10.9516881925741,12.6715922968506,18.3398772474793,6.63562920633672,22.0971730929587,3.43734604783167,10.4388356238474,13.2749438453605,18.8219408466439,27.6769072182948,NA,NA,-17.530354353761,-8.40139894407508,-12.7285361283984,-9.36838027334533,-15.1326323750153,-8.43619285078698,-14.0302785846269,-12.8275610840485,NA,-21.0412780119581,-9.90482701772638,-1.80301255639533,-21.3410989196067,-1.83832548258536,-4.31605898623743,-6.03596309051388,-11.7042480411425,-15.461543886622,3.19828315850505,-3.80320641751073,-6.63931463902378,-12.1863116403072,"mLN",49.35,9.015,8.26,4.37,1.535,22.665,0.58,19.23,26.665,4.74,7.56,1.76,14.625,0,0,"neg",90.95,0.25,NA,8,0,93.0313588850174,"challenge","F1 hybrid","E_ferrisi","uninfected",-3.05934948081914,-1.48144365746643
"LM0262","E57","E64","E64","BUSNA_BUSNA","E57byABO",22.95,21.13,108.61334595362,1.42,8,"challenge",1,0,0,0,1,1,2500,"ferrisi_ferrisi",FALSE,-10.06,0.225145312864292,NA,-12.8075,-5.5025,-7.7025,23.5799326362425,14.0087942814146,18.1432841860627,11.1866140836533,20.2295715048547,21.3107971575532,18.0729061810452,12.6321772609063,17.397090819855,9.4397903697346,NA,8.61375169695747,20.2936787052397,13.9163752548075,18.4986235602716,7.48151319580746,22.5984043289242,4.20308920788306,9.68427820908167,13.2740633559065,22.0808739054696,17.2198372802111,NA,NA,-16.0984194404351,-6.5272810856071,-10.6617709902552,-3.70510088784579,-12.7480583090472,-9.91557762404755,-13.8292839617457,-10.5913929852377,NA,-9.7383240844036,-5.15066406509889,-1.95827717392714,NA,-1.13223850115001,-12.8121655094322,-6.43486205900004,-11.0171103644641,-15.1168911331167,3.2784239879244,-2.20276501327421,-5.79255016009909,-14.5993607096621,"mLN",28.295,27.23,38.21,8.875,5.925,65.7,1.935,41.455,35.575,19.175,31.745,3.055,19.105,1760.56338028169,NA,"neg",72.66,0.46,NA,8,102500,98.9588263132986,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",4.19544601188197,-5.69760681951641
"LM0263","E57","E64","E64","PWD_SCHUNT","E57byLMZ",21.26,21.25,100.047058823529,1.56,8,"challenge",4,8,1,7,1,20,50000,"ferrisi_ferrisi",FALSE,-8.38,15.5470128102051,NA,-4.88,-12.735,-6.165,NA,14.6188430619924,20.0379534121499,12.0986136218702,22.3138901942386,21.0754230392755,22.751649719922,18.6600622904604,28.8919888417014,8.95431373288528,24.3126690900825,17.9907068261083,24.237810138663,15.1201343069242,20.8006103951064,9.99647535570778,24.7875029276667,4.60541642210543,10.0172037449235,15.0440225112261,23.6913094028253,25.8708712777426,NA,NA,NA,-4.62236770628457,-10.0414780564421,-2.10213826616242,-12.3174148385309,-18.8955134859936,-11.0789476835678,-12.7551743642142,NA,-15.8743959220348,-8.66358693475262,1.0421616228225,-14.3161937343747,-7.9942314704005,-14.2413347829552,-5.12365895121647,-10.8041350393987,-14.7910275719589,5.39105893360235,-0.0207283892157299,-5.04754715551837,-13.6948340471175,"mLN",53.27,6.67,23.525,7.885,3.54,53.2,1.36,24.045,17.865,11.125,29.02,2.9,23.535,32051.2820512821,NA,"pos",93.26,0.76,NA,8,322500,95.6705882352941,"challenge","F1 hybrid","E_ferrisi","E_ferrisi",-0.636884457646492,0.00262135794855396
"LM0264","E57","E64","UNI","PWD_PWD","E57bxADL",17.81,17.88,99.6085011185682,1.01,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.02,12.6543617317481,NA,-7.4725,-1.0475,-4.9125,23.7699313326364,21.3352432512255,23.4433450515126,18.0177713150393,23.9933980730978,24.2382986023258,22.0269605700881,16.7577724769343,23.7805915492905,11.4807866418424,19.9903096426433,10.2552150748662,10.9237092545326,17.3109568562049,25.2820982514114,13.4294895347437,25.6944922233567,9.6445824919256,12.0419297550326,19.347456544328,26.1092263946929,NA,NA,NA,-10.3404417978927,-7.90575371648185,-10.0138555167689,-4.5882817802956,-10.5639085383541,-10.3511020145468,-10.8088090675821,-8.59747103534445,NA,NA,-3.3282829421906,1.94870289290135,-6.5608201078996,3.17427445987755,2.5057802802111,-3.88146732146125,-11.8526087166677,-12.265002688613,3.78490704281811,1.38755977971105,-5.9179670095843,-12.6797368599492,"mLN",54.265,9.475,10.55,4.22,1.425,22.075,1.07,31.665,27.88,6.615,10.91,1.11,20.565,0,15.6812526580593,"neg",90.525,0.395,NA,8,0,98.7136465324385,"challenge","F0 M. m. musculus","E_ferrisi","uninfected",-2.43743516604904,-1.60263965349221
"LM0265","E57","E64","E64","BUSNA_STRA","E57byIMQ",26.37,26.43,99.7729852440409,2.45,8,"challenge",0,0,0,1,1,1,2500,"ferrisi_ferrisi",FALSE,-11.42,24.5913139705393,NA,-5.5275,-15.3325,-6.5675,22.868144169834,16.9420102299188,20.3136848149697,12.246574968978,19.8896704331148,21.6225374867727,22.4387952084183,17.6432435760796,19.9349384850854,8.74869479833603,26.2044250750036,7.94036852936516,12.2929914124714,15.5188925759275,20.7922893171572,10.0952985882817,26.1161360494092,6.06310032505876,9.98061190569467,14.7582943323047,18.449809351917,23.5742595736005,NA,NA,-12.7728455815523,-6.84671164163715,-10.218386226688,-2.15127638069635,-9.7943718448331,-9.83963989680365,-11.527238898491,-12.3434966201366,NA,-13.4789609853188,-7.5479449877979,1.34660378994568,-16.1091264867219,2.15493005891654,-2.19769282418965,-5.42359398764585,-10.6969907288755,-16.0208374611275,4.03219826322294,0.114686682587035,-4.662995744023,-8.35451076363525,"mLN",48.49,5.22,36.585,17.105,3.37,72.075,0.62,38.04,27.135,6.945,43.535,2.015,11.53,1020.40816326531,NA,"neg",94.7,1.225,NA,8,135000,89.7843359818388,"challenge","F1 hybrid","E_ferrisi","E_ferrisi",-0.105860526995841,-0.0723780679041155
"LM0266","E57","E64","UNI","SCHUNT_STRA","E57bxIOS",19.59,23.94,81.8295739348371,2.79,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-8.25,1.04028249056332,NA,-8.0425,0.862500000000001,-4.0675,22.8602331986109,18.9940360060162,24.8155639640174,18.2535486118246,NA,25.1276960304139,24.1216119414436,18.206100425954,21.6842085396087,10.5770257126094,NA,8.76108957133845,9.02311456548623,19.5473974945803,23.6363807177405,14.0523243176508,NA,12.7959827115384,9.83800799492806,22.3224350125358,29.8748154071556,24.3495689094311,NA,NA,-8.80790888096015,-4.94171168836545,-10.7632396463666,-4.20122429417385,NA,-7.63188422195795,-11.0753717127632,-10.0692876237928,NA,-10.2972445917803,-4.15377610830325,3.4752986050414,NA,5.2912347463123,5.02920975216452,-5.49507317692955,-9.5840564000897,NA,1.2563416061123,4.21431632272269,-8.2701106948851,-15.8224910895049,"mLN",56.78,4.835,16.835,13.005,1.735,11.91,1.12,50.07,18.02,2.365,6.815,1.13,8.335,0,9.65487230528789,"neg",95.165,0.385,NA,8,0,81.8295739348371,"challenge","F1 M. m. domesticus","E_ferrisi","uninfected",-3.12150660065878,0.541046403106948
"LM0268","E57","E64","UNI","SCHUNT_SCHUNT","E57bxGSW",19.11,20.84,91.6986564299424,2.11,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-8.15,22.2297969084074,NA,-16.435,-8.365,-12.48,28.451417794332,16.5653086453134,20.5362899122995,16.273956144714,22.3519514560421,23.6856057259653,21.1398065472006,16.6674842293051,25.8912612256038,13.6912134523603,NA,12.03806802493,20.9299189729138,15.6788493653265,22.6302452891825,12.6047792572727,28.7192369288301,13.9191829909592,15.5605567693769,16.9562183693268,20.4384369134242,NA,NA,NA,-15.8466385370592,-3.9605293880406,-7.93151065502675,-3.6691768874413,-9.74717219876935,-13.286481968331,-11.0808264686926,-8.5350272899279,NA,NA,-4.0627049720323,-1.08643419508755,NA,0.566711232342799,-8.325139715641,-3.0740701080538,-10.0254660319097,-16.1144576715573,-1.3144037336865,-2.9557775121042,-4.35143911205405,-7.8336576561515,"mLN",67.43,3.9,13,12.72,1.855,13.035,1.44,19.12,14.64,4.765,7.74,1.825,15.605,0,4.78446213666117,"neg",96.08,0.525,NA,8,0,90.4510556621881,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",-3.59448742926388,1.19904945906843
"LM0269","E57","E64","E64","STRA_SCHUNT","E57byLOT",21.19,21.6,98.1018518518518,1.22,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",TRUE,-7.91,28.0476364972057,NA,-6.3075,-13.0275,-3.8175,22.6945137545379,15.8519952281937,20.5380217989712,12.968113011024,21.2567865239748,20.7664904922603,22.9205290335294,17.4248919313573,20.0282347108054,8.20314064939407,NA,8.23377547229276,17.4259174143897,17.3546871721475,21.2368888948476,11.8837161118819,29.1641542471793,9.98238761678727,9.48288992395858,14.8634416911452,21.0813504721469,24.1187439281352,NA,NA,-10.810797642656,-3.9682791163118,-8.65430568708925,-1.0843968991421,-9.37307041209295,-8.14451859892345,-8.8827743803784,-11.0368129216475,NA,-12.2350278162533,-5.54117581947535,3.68057546248783,NA,3.64994063958913,-5.5422013025078,-5.47097106026565,-9.3531727829657,-17.2804381352974,1.90132849509462,2.40082618792332,-2.9797255792633,-9.197634360265,"mLN",53.51,4.525,30.58,17.135,5.615,41.68,0.975,22.355,7.365,16.415,45.83,5.475,31.365,0,NA,"pos",95.405,0.465,NA,8,47500,91.25,"challenge","F1 M. m. domesticus","E_ferrisi","E_ferrisi",0.13878251985833,2.64283925321402
"LM0270","E57","E64","E64","SCHUNT_STRA","E57byKMQ",23.01,23.89,96.3164503976559,1.58,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",FALSE,-9.75,19.7264528663963,NA,-10.955,-5.455,-8.01,24.1637277869359,13.9324144443423,18.9760745198312,11.2299355811096,19.7080487964698,21.1572813788438,23.0309148117982,13.4023246731884,19.0715036899568,9.72538579890607,24.647329628428,6.81417730773316,11.0036530094881,13.4082244233311,20.0337147003139,8.34556377853086,21.107975409495,5.91748211134282,11.1942861273474,13.0495310779125,16.8455768381866,22.4374119795842,NA,NA,-15.818164008405,-5.58685066581149,-10.6305107413003,-2.88437180257874,-11.3624850179389,-10.725939911426,-12.8117176003129,-14.6853510332673,NA,-14.0918482010534,-5.05676089465759,-1.37982202037522,-16.3017658498971,1.5313864707977,-2.65808923095724,-5.06266064480029,-11.688150921783,-12.7624116309641,2.42808166718804,-2.84872234881654,-4.70396729938164,-8.5000130596557,"mLN",49.935,6.265,43.855,12.8,5.395,56.13,0.875,30.46,13.72,7.845,51.61,5.17,21.41,0,NA,"neg",93.705,1.41,NA,8,180000,94.1816659690247,"challenge","F1 M. m. domesticus","E_ferrisi","E_ferrisi",1.02128788415317,0.864759293762131
"LM0271","E57","E64","UNI","STRA_BUSNA","E57bxPSU",23.34,24.25,96.2474226804124,2.08,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-9.2,11.5962495992721,NA,-10.305,-4.755,-8.22,21.7980123411418,18.7167734683646,23.2769245829869,17.6294897947424,25.0863092824501,23.5299177077431,22.3896896604897,19.5813925265418,19.7186125227633,10.8813574562378,25.7240859242652,10.2673964863261,11.2192874836012,15.9894956434557,20.7705464758042,12.2506542516524,28.5023767175349,10.5118003827675,11.4291759728468,16.4565285712015,24.0075822963731,NA,NA,NA,-9.5473580894894,-6.4661192167121,-11.0262703313344,-5.3788355430899,-12.8356550307976,-7.46795827111085,-11.2792634560906,-10.1390354088372,NA,NA,-7.33073827488935,1.3692967954147,-13.4734316726128,1.98325776532636,1.03136676805125,-3.7388413918032,-8.5198922241518,-16.2517224658825,1.73885386888495,0.82147827880565,-4.20587431954905,-11.7569280447206,"mLN",42.86,8.465,8.225,10.045,1.78,31.145,1.11,63.235,20.855,3.855,10.13,1.36,8.335,0,1.65664455658793,"neg",91.535,0.35,NA,8,2500,93.4432989690722,"challenge","F1 hybrid","E_ferrisi","uninfected",-1.83971682003865,-0.727274399056777
"LM0272","E57","E64","UNI","BUSNA_STRA","E57byAYZ",22.78,22.77,100.043917435222,1.48,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.55,NA,NA,-12.895,-6.865,-9.9,23.4152638342547,19.9650373134449,21.6639313762354,19.1142166407791,NA,20.4478437890245,20.2811924488034,17.7224966823162,20.3340746319839,11.7399649503458,21.9452609002262,12.1989077089514,12.9607347287558,16.7475579720766,20.5324594991532,12.5288263365645,29.5392885078926,10.8428033039296,12.1558586924634,17.7627675033397,21.5084026336148,NA,NA,NA,-10.8864374976901,-7.43621097688035,-9.1351050396709,-6.5853903042146,NA,-7.80524829541935,-7.91901745246,-7.7523661122388,NA,NA,-5.1936703457517,0.788861386218798,-9.4164345636616,0.3299186276131,-0.43190839219125,-4.2187316355121,-8.0036331625887,-17.0104621713281,1.68602303263495,0.372967644101198,-5.23394116677515,-8.9795762970503,"mLN",55.305,7.315,22.15,12.34,1.835,34.18,1.01,12.905,12.335,3.985,23.61,1.225,10.585,0,NA,"neg",92.525,0.62,NA,8,0,98.8142292490119,"challenge","F1 hybrid","E_ferrisi","uninfected",-2.34289556844691,0.13530783209536
"LM0273","E57","E64","UNI","STRA_SCHUNT","E57byKQW",21.81,21.7,100.506912442396,2,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.42,16.5237749733482,NA,-7.9625,-3.4275,-6.1625,23.2842574040283,18.1923301676542,23.0763408257872,16.7348895957863,NA,NA,23.4860921675106,19.9158327328431,22.3927862379425,8.94237985880928,24.3899040197945,8.41806612723685,9.84744218052595,16.5383929764813,25.2449530478198,13.0941213250257,25.3893344259824,11.8244400237267,9.66067097090052,15.4136940640152,20.8322518013916,24.0181591970742,NA,NA,-10.1901360790026,-5.0982088426286,-9.9822195007616,-3.6407682707607,NA,-9.29866491291685,NA,-10.391970842485,NA,-10.9240378720486,-6.8217114078175,4.15174146621637,-11.2957826947688,4.6760551977888,3.2466791444997,-3.44427165145565,-12.1508317227941,-12.2952131009568,1.26968130129895,3.43345035412514,-2.3195727389896,-7.73813047636595,"mLN",52.1,5.205,31.795,18.21,2.74,21.99,0.73,27.275,18.26,2.81,15.015,2.01,8.88,0,NA,"neg",94.675,0.46,NA,8,0,95.2534562211982,"challenge","F1 M. m. domesticus","E_ferrisi","uninfected",-2.45680573057034,0.91245406193101
"LM0275","E57","E64","UNI","SCHUNT_PWD","E57byMNW",22.47,20.83,107.873259721555,1.19,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,4.14,6.05707055172943,NA,-9.04,-3.14,-5.23,25.1914860347071,18.543665215083,22.5373289673811,17.2799743954478,NA,22.2004370320836,22.0479899619294,17.9701781480379,18.6052662563155,9.03673784693291,22.0558620707023,7.43517244519219,13.0263806746388,16.0578340780279,21.4975624781425,9.85543376624711,25.5629498816263,7.03634228889023,8.83099308375981,15.6200869205792,20.4064342003563,25.9475863247458,NA,NA,-15.33605226846,-8.68823144883594,-12.681895201134,-7.42454062920064,NA,-8.74983249006834,-12.3450032658365,-12.1925561956823,NA,-16.0921525584987,-8.11474438179079,0.818695919314202,-12.2004283044552,2.42026132105492,-3.17094690839169,-6.20240031178079,-11.6421287118954,-15.7075161153792,2.81909147735688,1.0244406824873,-5.76465315433204,-10.5510004341091,"mLN",48.705,11.315,19.245,7.59,3.11,35.555,1.435,39.995,26.645,17.735,27.745,3.215,34.27,0,NA,"neg",88.4,0.86,NA,8,0,100,"challenge","F1 hybrid","E_ferrisi","uninfected",0.579121694040606,-1.39267441152102
"LM0276","E57","E64","UNI","STRA_STRA","E57byBGY",31.04,29.59,104.90030415681,1,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.61,37.2475522517456,NA,-9.66,-3.74,-6.19,21.6303429894298,17.5603883846058,22.1028665609198,18.416046216181,22.1366176214538,NA,24.9325545743462,19.4690877826149,20.0692915529441,8.84843462049575,25.7208095361968,8.20423271076617,9.88274853029303,18.0794382230615,22.9112355316026,13.0678383709692,NA,12.1325398382988,9.53581281291585,16.5634776437701,22.4549687613091,NA,NA,NA,-8.5625046184606,-4.4925500136366,-9.03502818995065,-5.34820784521175,-9.06877925048455,-7.00145318197485,NA,-11.864716203377,NA,NA,-6.40124941164575,4.21940375047345,-12.6529711652276,4.86360566020304,3.18508984067617,-5.01159985209225,-9.84339716063345,NA,0.935298532670449,3.53202555805335,-3.4956392728009,-9.3871303903399,"mLN",42.07,5.53,31.595,9.75,3.055,29.22,0.84,30.17,7.725,6.5,18.93,3.605,22.265,0,NA,"neg",94.4,1.315,NA,8,0,100,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",-0.60960171263217,0.789514287088795
"LM0277","E57","E64","UNI","BUSNA_STRA","E57byCEK",23.62,23.88,98.9112227805695,1.52,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.39,14.6670411958386,NA,-10.64,-3.945,-6.145,23.742732394377,18.4016885074688,24.6027768302043,19.7530836048339,NA,26.1951233429938,21.857195947856,19.765625757342,18.4677379103723,9.75296607411017,28.6691043419647,9.57718042549681,10.4041963560332,17.1390110678227,21.8554804726176,11.8275147208406,NA,9.87983803755835,11.0971729675708,16.949290086998,24.0858249864377,NA,NA,NA,-11.9152176735364,-6.57417378662825,-12.7752621093637,-7.9255688839933,NA,-6.64022318953175,-14.3676086221532,-10.0296812270154,NA,NA,-7.93811103650135,2.07454864673043,-16.8415896211241,2.25033429534379,1.42331836480735,-5.31149634698205,-10.027965751777,NA,1.94767668328225,0.730341753269752,-5.12177536615745,-12.2583102655971,"mLN",55.005,4.635,17.73,12.165,1.51,28.17,0.66,9.7,21.5,3.325,12.075,0.41,3.605,0,NA,"neg",95.245,0.385,NA,8,0,89.4472361809045,"challenge","F1 hybrid","E_ferrisi","uninfected",-3.79701394936813,-0.0918999909043336
"LM0278","E57","E64","UNI","SCHUNT_PWD","E57byDTU",22.24,20.88,106.513409961686,1.17,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.99,27.8926078147264,NA,-9.91,-5.355,-8.825,20.9371095847142,16.5168168994496,18.5850505002717,16.4718825637324,22.9100482086997,17.8693997132482,16.7374922795452,14.9714313797988,19.0583640955075,11.4952143420768,20.757766366578,10.4136183253227,11.9895361911842,14.7744820311995,19.6767363873664,10.5617946264688,21.1448157092609,8.46697238453292,12.42942235904,15.733709874571,16.4638387778409,23.2212554473691,NA,NA,-10.3753149582455,-5.95502227298075,-8.02325587380295,-5.91008793726355,-12.3482535822309,-8.4965694690387,-7.30760508677945,-6.17569765307635,NA,-12.6594608209003,-4.40963675332995,-0.933419715608,-10.1959717401093,0.148176301146098,-1.42774156471545,-4.21268740473065,-9.1149417608976,-10.5830210827921,2.09482224193588,-1.86762773257115,-5.17191524810225,-5.9020441513721,"mLN",55.135,4.955,19.55,6.445,1.305,27.14,0.485,19.2,27.155,3.9,6.5,1.02,7.42,0,NA,"neg",94.96,0.475,NA,8,0,100,"challenge","F1 hybrid","E_ferrisi","uninfected",-3.60028368513562,-0.928070533632097
"LM0279","E57","E64","E64","BUSNA_BUSNA","E57byFPV",21.27,21.35,99.6252927400468,1.1,8,"challenge",0,2,0,0,1,2,5000,"ferrisi_ferrisi",TRUE,-9.18,8.41303699477307,NA,-12.4775,-12.0475,-8.6525,24.4325628669783,13.826512560667,16.8640773095404,8.66183839209403,16.5729412772112,17.7911719698063,18.6527540893432,14.2530614299023,13.2183468001883,7.15412550817764,23.8602828411534,7.9514766297769,15.1160644904802,10.2303389923071,17.363586757958,6.38964069283299,18.0802665749296,3.78510900190007,10.9740217905926,12.412999418407,13.7866408838176,20.401078091576,NA,NA,-18.0429221741453,-7.43687186783406,-10.4744366167075,-2.27219769926104,-10.1833005843783,-6.82870610735531,-11.4015312769733,-12.2631133965103,NA,-14.011437398743,-7.8634207370693,-0.76448481534465,-17.4706421483204,-1.5618359369439,-8.72642379764716,-3.84069829947406,-10.973946065125,-11.6906258820966,2.60453169093293,-4.58438109775966,-6.02335872557401,-7.39700019098461,"mLN",48.92,14.3,52.62,14.605,7.425,79.505,1.73,69.7,21.09,21.605,36.21,2.315,14.775,4545.45454545455,NA,"neg",85.59,2.34,NA,8,205000,95.5971896955503,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",4.53733775256296,-2.57814611464853
"LM0280","E57","E64","E64","SCHUNT_SCHUNT","E57byMRZ",18.5,17.57,105.293113261241,1.42,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",TRUE,-7.12,54.1465789028593,NA,-10.185,-3.255,-5.19,29.9860272914978,13.2452475444151,22.1544665865557,13.9158618047638,22.8261805472556,22.0427494977923,NA,17.1835847228663,25.4172445059758,8.98701039256118,27.49618696699,9.59730165355726,21.7417445118641,16.2704902885544,23.0763939005803,11.7935584667913,24.783063066309,5.2592627278585,10.3072052585626,14.3704955095453,19.7044475654641,24.7476766667445,NA,NA,-18.1924688247064,-1.4516890776237,-10.3609081197643,-2.1223033379724,-11.0326220804642,-13.6236860391844,-10.2491910310009,NA,NA,-12.9541181999532,-5.3900262560749,2.80654807423017,-15.7026285001986,2.19625681323409,-9.94818604507275,-4.47693182176305,-11.282835433789,-12.9895045995177,6.53429573893284,1.48635320822875,-2.576937042754,-7.91088909867275,"mLN",60.705,3.74,36.475,18.505,5.28,48.67,1.94,24.22,18.575,8.135,46.22,2.31,17.46,0,NA,"pos",96.2,0.6,NA,8,242500,100,"challenge","F0 M. m. domesticus","E_ferrisi","E_ferrisi",-0.69612322371478,1.68880825361596
"LM0282","E57","E64","UNI","STRA_STRA","E57byFRU",35.04,30.09,116.450648055832,1.96,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-12.69,23.307649530542,NA,-5.255,-11.83,-5.85,24.2897709246335,17.3165438857055,21.1655160643174,17.871125976402,NA,22.65765779467,22.1037762950083,17.7197588539382,18.1009722136031,10.4818667410843,23.2710899794814,9.32665665706399,9.90806942532028,15.8817257060089,19.5978888690015,10.4519056302454,NA,11.4953409562894,11.4879126947279,16.2978523798315,20.6000162948241,22.4380075694379,NA,NA,-13.8378652943881,-6.86463825546005,-10.7136104340719,-7.4192203461566,NA,-7.6490665833577,-12.2057521644246,-11.6518706647629,NA,-11.9861019391925,-7.2678532236927,-0.0299611108388014,-12.819184349236,1.12524897318146,0.543836204925167,-5.42982007576345,-9.14598323875605,NA,-1.04343532604395,-1.0360070644825,-5.8459467495861,-10.1481106645786,"mLN",49.85,4.7,26.94,8.94,3.02,22.305,1.4,21.805,10.375,6.72,17.135,2.78,18.35,0,NA,"neg",95.235,0.71,NA,8,0,100,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",-1.77486559380185,0.882348008500618
